nearc4,educ,black,smsa,south,married,exper,lwage
1,14,0,1,0,1.0,7,6.568078
1,16,0,1,0,1.0,7,6.694562
1,11,0,1,0,1.0,10,6.829794
1,9,0,1,0,4.0,10,6.309918
1,12,0,1,0,6.0,8,5.602119
1,7,0,1,0,1.0,19,6.725034
1,12,0,1,0,1.0,12,7.090077
1,14,0,1,0,1.0,13,6.364751
1,17,1,1,0,1.0,11,6.530878
1,18,1,1,0,1.0,8,6.907755
1,13,1,1,0,6.0,5,6.285998
1,12,1,1,0,1.0,10,6.536692
1,12,0,1,0,6.0,10,6.214608
1,13,0,1,0,1.0,14,6.620073
1,17,0,1,1,1.0,6,6.816736
1,15,0,1,0,6.0,3,6.39693
1,16,0,1,0,6.0,2,6.357842
1,12,0,1,0,1.0,8,6.398595
1,12,0,1,0,1.0,13,6.357842
1,12,0,1,0,5.0,14,6.517671
1,18,1,1,0,1.0,3,6.159095
1,14,0,1,0,1.0,4,5.857933
1,15,0,1,0,1.0,11,6.429719
1,16,0,1,0,6.0,2,5.934894
1,16,0,1,0,6.0,3,5.493062
1,12,0,1,0,4.0,8,6.620073
1,18,0,0,0,1.0,6,6.089045
1,14,0,1,0,6.0,9,6.533789
1,18,0,0,0,1.0,1,6.216606
1,12,0,1,0,6.0,11,5.991465
1,12,0,1,0,1.0,8,6.888573
1,14,0,1,1,1.0,10,6.475433
1,12,0,1,0,1.0,14,6.437752
1,16,1,1,0,1.0,6,6.561031
1,12,0,1,0,4.0,11,6.949856
1,12,0,1,0,1.0,9,6.634634
1,13,0,0,0,1.0,6,6.261492
1,13,1,1,0,1.0,8,6.35437
1,14,1,1,0,6.0,6,6.76273
1,12,1,1,0,1.0,10,6.569481
1,16,0,1,0,1.0,5,6.511745
1,12,0,1,0,1.0,7,6.495265
1,14,0,1,0,1.0,9,6.297109
1,13,0,1,0,6.0,6,6.263398
1,12,0,1,0,1.0,10,6.461468
1,12,0,1,0,6.0,8,5.693732
1,8,1,1,0,5.0,19,6.853299
1,12,1,1,0,1.0,16,6.214608
1,13,1,1,0,4.0,6,6.429719
1,12,1,1,0,1.0,7,5.624018
1,10,0,0,1,1.0,10,5.480639
1,10,0,0,1,6.0,9,5.480639
1,12,0,1,0,1.0,15,6.135565
1,12,1,1,0,6.0,9,6.001415
1,12,1,1,0,1.0,7,6.109248
1,12,1,1,0,6.0,6,5.521461
1,11,1,1,0,4.0,9,6.588926
1,12,1,1,0,1.0,6,6.50279
1,12,1,1,0,4.0,10,6.869014
1,14,0,1,0,6.0,7,6.620073
1,14,0,1,0,6.0,5,6.50279
1,17,0,0,0,1.0,11,6.539586
1,12,1,1,0,1.0,7,6.142037
1,12,1,1,0,5.0,12,6.463029
1,11,1,1,0,1.0,12,6.565265
1,13,1,1,0,6.0,6,6.052089
1,12,0,1,0,1.0,9,6.725034
1,12,0,1,0,1.0,8,5.7301
1,16,0,1,0,4.0,7,6.437752
1,16,0,1,0,1.0,10,7.273787
1,16,0,1,0,1.0,3,6.511745
1,17,0,1,0,1.0,5,7.204893
1,17,0,1,0,4.0,10,5.991465
1,9,0,0,0,1.0,19,6.249975
1,14,0,1,0,1.0,6,6.122493
1,17,0,1,1,1.0,10,6.013715
1,18,0,1,0,6.0,10,6.326149
1,12,1,1,0,1.0,6,5.438079
1,17,0,1,0,6.0,4,6.933423
1,12,0,1,0,1.0,9,6.986567
1,14,0,1,0,1.0,4,7.091742
1,17,0,0,0,1.0,2,5.796058
1,18,0,1,0,6.0,3,6.175867
1,18,0,1,1,6.0,0,6.511745
1,17,0,1,0,6.0,8,7.428333
1,16,0,1,0,1.0,12,7.156177
1,12,0,1,0,6.0,6,6.357842
1,18,0,1,0,6.0,3,6.095825
1,16,1,1,0,6.0,6,6.175867
1,12,1,1,0,6.0,6,6.146329
1,6,0,1,0,1.0,19,6.504288
1,15,0,1,0,1.0,6,5.655992
1,18,0,1,0,1.0,9,6.357842
1,14,0,1,0,1.0,9,6.580639
1,12,0,1,0,1.0,7,6.135565
1,15,0,1,0,1.0,4,6.620073
1,12,0,1,0,6.0,6,5.298317
1,12,0,1,0,1.0,9,6.476973
1,18,0,1,0,6.0,4,6.175867
1,11,0,1,0,1.0,7,6.39693
1,16,0,1,1,1.0,6,6.645091
1,17,0,1,0,1.0,4,6.652863
1,16,0,1,0,1.0,2,6.463029
1,14,0,1,0,1.0,13,6.961296
1,16,0,1,0,6.0,9,6.516193
1,12,0,1,0,6.0,10,6.53814
1,17,0,1,0,1.0,7,6.869014
1,13,0,1,0,5.0,9,5.991465
1,16,0,1,0,1.0,5,6.511745
1,18,1,1,0,1.0,10,7.273787
1,18,0,1,0,1.0,8,6.270988
1,14,1,1,0,1.0,7,6.55108
1,8,1,1,0,1.0,20,6.514713
1,18,0,1,0,1.0,1,6.202536
1,12,0,1,0,1.0,6,6.214608
1,16,1,1,0,6.0,2,6.109248
1,13,1,1,0,6.0,6,6.398595
1,13,1,1,0,6.0,9,6.575076
1,12,1,1,0,5.0,11,6.35437
1,12,1,1,0,1.0,7,5.857933
1,12,1,1,0,6.0,6,5.857933
1,16,0,1,0,1.0,7,6.466145
1,15,0,1,0,1.0,3,6.514713
1,15,0,1,0,1.0,7,6.520621
1,12,0,1,0,4.0,9,6.280396
1,16,0,1,0,1.0,9,6.261492
1,16,0,1,1,6.0,6,6.50279
1,14,0,1,0,1.0,6,5.913503
1,15,0,1,0,6.0,5,6.489205
1,12,1,1,0,,16,6.55108
1,18,0,1,0,6.0,3,5.739793
1,9,0,1,0,1.0,18,6.734591
1,14,0,1,0,1.0,11,6.49224
1,16,0,1,0,1.0,9,6.539586
1,15,0,1,0,1.0,7,6.357842
1,17,0,1,0,6.0,3,6.558198
1,16,0,1,1,1.0,5,5.676754
1,13,0,1,0,1.0,7,6.620073
1,16,0,1,0,1.0,12,7.273787
1,16,0,1,0,1.0,11,7.091742
1,15,0,1,1,1.0,12,7.379632
1,14,0,1,1,4.0,12,6.645091
1,16,0,1,0,6.0,9,6.240276
1,12,0,1,0,1.0,13,6.690842
1,17,0,1,0,1.0,11,6.869014
1,12,0,1,0,1.0,7,6.514713
1,13,0,1,0,1.0,5,5.986452
1,14,0,1,0,1.0,13,6.751101
1,11,1,1,0,1.0,8,6.54103
1,11,1,1,0,5.0,7,6.463029
1,13,1,1,0,1.0,8,5.843544
1,12,1,1,0,5.0,9,6.329721
1,12,1,1,0,1.0,6,6.527958
1,16,0,1,1,1.0,7,6.150603
1,16,0,1,0,6.0,4,5.703783
1,18,0,1,0,1.0,1,6.511745
1,16,0,1,0,6.0,2,5.953243
1,16,0,1,0,1.0,11,6.694562
1,17,0,1,0,6.0,1,6.306275
1,16,0,1,0,6.0,4,6.214608
1,13,0,1,0,1.0,10,6.588926
1,16,0,1,0,1.0,6,6.261492
1,15,1,1,0,6.0,3,6.109248
1,12,1,1,0,1.0,10,6.626718
1,12,1,1,0,1.0,6,6.461468
1,12,1,1,0,1.0,6,5.746203
1,12,0,1,0,1.0,11,7.261927
1,12,0,1,0,6.0,10,6.634634
1,12,0,1,0,1.0,8,6.39693
1,16,0,1,0,1.0,10,7.013016
1,16,0,1,0,1.0,11,6.637258
1,12,0,1,0,1.0,14,6.476973
1,14,0,1,0,1.0,7,7.051856
1,12,0,1,0,1.0,6,6.39693
1,12,0,1,0,1.0,11,6.318968
1,11,0,1,0,1.0,11,6.297109
1,11,0,1,0,1.0,8,6.309918
1,11,0,1,0,1.0,14,6.684612
1,11,0,1,0,1.0,9,6.907755
1,12,0,1,0,1.0,13,6.761573
1,13,0,1,0,1.0,13,6.418365
1,16,0,1,0,1.0,2,6.251904
1,13,1,1,0,1.0,11,6.561031
1,13,1,1,0,1.0,7,6.706862
1,10,1,1,0,6.0,9,5.703783
1,16,0,1,0,1.0,8,6.553934
1,16,0,1,0,1.0,12,7.186901
1,12,1,1,0,1.0,9,5.940171
1,11,1,1,0,6.0,9,5.991465
1,11,1,1,0,1.0,8,6.2106
1,10,1,1,0,1.0,17,6.496775
1,10,1,1,0,5.0,17,6.39693
1,18,0,0,1,1.0,8,6.94119
1,14,0,1,0,6.0,5,6.98379
1,18,0,1,1,6.0,0,5.991465
1,16,0,1,0,6.0,11,6.463029
1,12,0,1,0,1.0,14,6.429719
1,17,0,1,0,4.0,7,6.175867
1,16,0,1,0,6.0,11,6.964136
1,12,0,1,0,1.0,8,6.300786
1,14,0,1,0,6.0,6,6.666957
1,18,0,1,0,6.0,1,6.184149
1,14,0,1,0,1.0,14,6.582025
1,15,0,1,0,1.0,7,6.543912
1,15,0,1,0,4.0,13,6.308098
1,15,0,1,0,1.0,11,6.675823
1,16,0,1,1,1.0,11,7.561642
1,15,0,1,0,1.0,12,6.675823
1,15,0,1,0,5.0,7,6.802395
1,14,0,1,0,1.0,12,6.483108
1,12,0,1,0,6.0,9,6.240276
1,14,0,1,0,4.0,9,5.950643
1,16,0,0,1,1.0,5,6.214608
1,15,0,1,0,6.0,4,6.398595
1,12,0,1,0,1.0,9,6.082219
1,12,0,1,0,6.0,7,6.214608
1,18,0,1,0,1.0,9,7.142036
1,14,0,1,1,1.0,6,6.616065
1,14,0,1,0,1.0,7,6.240276
1,12,0,1,1,1.0,15,6.55108
1,16,0,1,0,1.0,7,6.510258
1,17,0,1,0,6.0,7,6.890609
1,13,0,0,0,1.0,10,5.393628
1,18,0,1,0,1.0,9,7.091742
1,12,0,0,0,1.0,12,6.50279
1,14,1,1,0,1.0,8,6.731018
1,15,0,1,0,1.0,4,6.095825
1,12,0,1,0,6.0,7,6.297109
1,14,0,1,1,1.0,10,6.224558
1,12,0,0,0,1.0,13,6.680855
1,9,0,1,0,1.0,9,5.877736
1,12,0,1,0,1.0,9,6.214608
1,12,0,1,0,1.0,16,6.869014
1,11,0,1,0,6.0,11,5.857933
1,15,0,1,0,6.0,3,5.746203
1,16,0,1,1,1.0,2,4.762174
1,12,0,1,0,1.0,15,6.58755
1,13,1,1,0,1.0,14,6.284134
1,13,1,1,1,1.0,7,6.276643
1,17,1,1,1,1.0,5,6.059123
1,16,0,1,0,1.0,12,6.997596
1,12,0,1,0,1.0,15,7.562681
1,18,0,1,1,1.0,8,6.745236
1,12,0,1,0,6.0,6,5.899898
1,16,0,1,0,6.0,4,6.161207
1,13,0,1,0,1.0,7,6.486161
1,12,0,1,0,6.0,7,6.086775
1,14,0,1,0,1.0,5,6.135565
0,16,0,1,0,1.0,6,6.511745
0,12,0,1,0,1.0,6,7.047517
0,12,0,1,0,4.0,13,6.684612
0,12,0,1,0,6.0,7,6.131227
0,12,0,1,0,1.0,8,5.811141
0,13,0,1,0,1.0,7,6.553934
0,12,0,1,0,4.0,7,6.261492
1,7,0,0,0,1.0,20,6.50279
1,18,0,1,0,1.0,2,6.463029
1,12,0,1,0,1.0,6,6.684612
1,12,0,1,0,1.0,14,6.357842
1,18,0,0,0,1.0,8,6.047372
1,18,0,1,0,1.0,5,6.77308
1,15,0,1,0,1.0,7,6.461468
0,16,0,1,1,1.0,7,7.003974
0,16,0,1,0,1.0,4,6.475433
0,12,0,1,1,1.0,8,6.109248
0,12,0,1,0,4.0,15,6.828712
0,11,0,1,0,1.0,10,6.548219
0,15,1,1,0,1.0,13,6.224558
0,16,0,1,1,1.0,6,6.320768
0,17,0,0,0,6.0,2,5.926926
0,15,0,1,1,1.0,7,6.511745
0,13,0,1,0,1.0,11,5.7301
0,12,0,1,0,1.0,16,6.371612
0,12,0,1,0,4.0,6,6.660575
1,12,0,1,0,1.0,9,6.486161
1,12,0,1,0,1.0,10,6.047372
1,16,0,1,0,1.0,6,7.156177
1,12,0,1,0,1.0,7,6.869014
1,12,0,1,0,1.0,12,6.684612
1,12,0,1,0,1.0,15,6.620073
1,18,0,1,0,4.0,5,6.472346
1,12,0,1,0,4.0,11,6.84375
1,17,0,1,0,4.0,5,6.285998
1,15,0,1,0,6.0,3,5.669881
1,12,0,0,1,1.0,11,5.257495
1,18,0,1,0,1.0,6,6.706862
1,18,0,1,0,1.0,6,6.700731
1,12,0,1,0,1.0,11,6.588926
1,12,0,1,0,1.0,6,7.025538
1,17,1,1,0,1.0,5,6.421622
1,12,1,1,0,6.0,8,5.998937
1,11,0,1,0,1.0,9,6.558198
1,15,0,1,0,1.0,6,5.820083
1,17,0,1,0,1.0,5,6.725034
1,17,0,1,0,1.0,3,5.257495
1,12,0,1,0,1.0,8,6.593045
1,10,0,1,0,1.0,10,6.295266
1,12,0,0,0,1.0,10,6.712956
1,12,0,1,1,1.0,8,6.082219
1,14,0,1,1,1.0,4,6.599871
1,16,0,1,0,6.0,2,6.056784
1,12,0,0,0,1.0,12,5.828946
1,13,0,1,1,1.0,15,6.175867
1,16,0,1,0,1.0,10,6.705639
1,12,0,0,0,1.0,10,6.214608
1,12,1,1,0,1.0,7,6.297109
1,16,0,1,0,1.0,4,6.102559
1,15,0,0,0,1.0,4,5.379897
1,8,0,1,0,1.0,12,5.616771
1,15,1,1,0,5.0,3,5.863631
1,12,0,0,0,1.0,11,6.580639
1,12,0,0,0,1.0,9,6.915723
1,17,0,1,0,1.0,6,6.483108
1,16,0,1,0,1.0,4,6.688354
1,12,0,1,0,1.0,9,6.345636
1,16,0,1,0,1.0,3,6.39693
1,12,0,1,0,1.0,6,6.46925
1,13,0,1,0,1.0,7,6.109248
1,13,0,1,1,6.0,7,6.098074
1,15,0,0,0,1.0,8,6.380123
1,14,0,1,0,1.0,5,6.580639
1,12,0,1,0,1.0,14,6.54103
1,13,0,1,1,6.0,7,6.270988
1,9,0,1,0,1.0,15,6.152733
1,16,0,1,0,1.0,4,6.175867
1,16,0,1,0,1.0,3,6.135565
1,17,0,1,0,1.0,10,6.317165
1,14,0,1,0,4.0,12,6.76273
1,16,0,0,0,1.0,8,6.569481
1,12,0,0,0,1.0,6,6.60665
1,14,0,1,0,4.0,8,6.705639
1,12,0,1,0,1.0,16,6.517671
1,16,0,1,0,1.0,7,6.680855
1,13,0,1,0,1.0,5,6.645091
1,16,0,1,0,1.0,3,6.135565
1,14,0,1,0,1.0,4,6.251904
1,12,0,0,0,1.0,7,5.97381
1,13,0,1,1,1.0,13,6.684612
0,17,0,1,0,1.0,4,6.511745
0,16,0,0,0,1.0,11,6.175867
0,12,0,0,0,1.0,14,6.814543
0,12,0,0,0,1.0,7,6.175867
0,11,0,0,0,1.0,16,6.214608
0,16,0,0,0,1.0,2,5.953243
0,12,0,1,0,1.0,6,6.077642
0,12,0,0,0,1.0,7,6.265301
0,14,0,0,0,6.0,9,6.816736
0,16,0,0,0,6.0,3,6.295266
0,13,0,0,0,1.0,9,6.645091
0,12,0,0,0,6.0,6,5.420535
0,18,0,0,0,1.0,3,6.566672
0,18,0,0,0,1.0,10,5.846439
0,12,0,0,0,1.0,14,6.668228
0,14,0,1,0,1.0,6,6.120297
0,16,0,1,0,6.0,2,6.131227
0,13,0,0,0,1.0,7,5.624018
0,17,0,1,0,1.0,11,6.694562
0,14,0,0,0,1.0,7,6.436151
0,12,0,1,0,1.0,8,6.546785
0,14,0,0,0,1.0,6,5.934894
0,12,0,0,0,1.0,6,6.159095
0,12,0,0,0,1.0,6,6.052089
0,16,0,0,0,1.0,2,6.475433
0,15,0,1,0,1.0,4,6.196444
0,18,0,0,0,4.0,2,6.828712
0,12,0,0,0,1.0,6,5.857933
0,13,0,0,0,1.0,6,6.39693
0,9,0,0,0,1.0,16,6.061457
0,12,0,0,0,1.0,8,6.214608
0,9,0,0,0,6.0,9,6.214608
0,8,0,0,0,1.0,20,5.857933
0,14,0,0,0,1.0,7,5.913503
0,16,0,0,0,1.0,2,5.940171
0,14,0,0,0,1.0,5,5.521461
0,18,0,1,0,1.0,6,6.226537
0,12,0,1,0,1.0,9,6.428105
0,16,0,0,0,1.0,2,5.9428
0,12,0,0,0,1.0,12,5.888878
0,12,0,1,0,1.0,10,6.376727
0,12,0,1,0,1.0,6,5.857933
0,12,0,1,0,1.0,14,6.182085
0,11,0,0,0,1.0,17,6.727432
0,10,0,1,0,1.0,13,6.282267
1,17,0,0,0,6.0,5,5.953243
1,11,0,0,0,4.0,8,6.109248
1,16,0,0,0,1.0,6,6.196444
1,12,0,0,0,1.0,6,6.817831
1,18,0,1,0,1.0,8,6.72263
1,12,0,0,0,1.0,12,6.073044
1,12,0,0,0,1.0,8,6.55108
1,10,0,0,0,1.0,10,6.295266
1,16,0,0,0,6.0,2,5.442418
0,12,0,0,0,1.0,16,5.978886
0,12,0,1,0,1.0,7,6.580639
0,12,0,0,0,4.0,7,7.079185
0,12,0,1,0,1.0,7,6.216606
1,16,0,1,0,6.0,2,5.817111
1,12,0,0,0,1.0,14,6.336826
0,17,0,0,1,1.0,11,6.871091
0,12,0,1,0,1.0,15,7.225482
0,12,0,1,0,1.0,10,6.684612
0,12,0,1,0,1.0,12,6.411819
0,16,0,1,0,1.0,3,6.507277
0,11,0,1,0,1.0,8,6.098074
0,13,0,1,0,1.0,6,6.184149
0,18,0,0,0,1.0,8,6.565265
0,12,0,0,0,1.0,14,6.859615
0,11,0,0,0,1.0,8,6.173786
0,13,0,1,0,1.0,8,6.214608
0,16,0,1,1,6.0,4,6.124683
1,18,0,0,0,1.0,0,6.580639
1,12,0,0,0,1.0,6,6.597146
1,12,0,0,0,1.0,15,5.799093
1,12,0,0,0,1.0,9,6.016157
1,12,0,0,0,1.0,9,6.186209
1,18,0,1,1,1.0,7,6.869014
1,16,0,0,0,1.0,2,5.883322
0,12,0,0,0,6.0,6,5.799093
0,12,0,0,0,1.0,10,6.437752
0,12,0,0,0,1.0,8,6.204558
0,12,0,0,0,1.0,11,6.481577
0,12,0,0,0,1.0,9,6.582025
0,12,0,0,0,1.0,7,6.556778
0,9,0,0,0,1.0,14,6.242223
0,12,0,1,0,4.0,13,6.437752
0,18,0,0,0,6.0,5,6.43294
0,15,0,1,0,1.0,5,6.056784
0,12,0,0,0,1.0,11,6.481577
0,12,0,0,0,1.0,12,6.466145
0,12,0,1,0,1.0,16,6.35437
0,13,0,0,1,1.0,15,5.746203
0,18,0,0,0,1.0,0,6.498282
0,13,0,0,0,6.0,13,6.318968
0,18,0,1,0,6.0,0,5.703783
0,15,0,0,0,1.0,7,6.464588
0,14,0,1,0,1.0,8,6.50279
0,18,0,1,0,1.0,4,7.185387
0,12,0,1,0,1.0,6,6.222576
0,16,0,1,0,1.0,3,6.660575
0,14,0,1,0,4.0,5,6.705639
0,12,0,0,0,6.0,10,6.253829
0,12,0,0,0,1.0,9,6.357842
0,11,0,0,0,1.0,8,5.926926
0,12,0,0,0,1.0,6,6.214608
0,16,0,1,0,6.0,6,6.437752
0,16,0,0,0,1.0,12,6.527958
0,14,0,0,0,1.0,6,6.152733
0,13,0,0,0,1.0,8,6.44254
0,13,0,0,0,6.0,5,6.263398
0,12,0,0,0,1.0,14,6.317165
1,16,0,1,0,6.0,3,6.463029
1,13,0,1,0,1.0,15,6.240276
1,12,0,1,0,1.0,9,6.403574
1,13,0,1,0,1.0,14,6.55108
1,12,0,1,0,1.0,15,6.40688
1,12,0,1,0,1.0,15,6.928538
1,12,0,1,0,6.0,13,6.570883
1,12,0,1,0,1.0,10,6.214608
1,12,0,1,0,1.0,10,6.368187
1,12,0,1,0,1.0,13,6.559615
1,16,0,0,0,1.0,8,6.253829
1,16,0,1,0,1.0,7,6.486161
1,16,0,1,0,1.0,6,6.527958
1,13,0,1,0,1.0,6,5.620401
1,13,1,1,0,1.0,15,6.561031
1,12,0,1,0,1.0,16,6.669498
1,18,0,1,0,1.0,7,7.184629
1,14,0,1,0,6.0,8,6.001415
1,16,0,1,0,1.0,3,5.703783
1,12,0,1,0,1.0,8,6.511745
1,12,0,1,0,1.0,16,6.582025
1,16,0,0,0,1.0,4,6.645091
1,16,0,0,0,1.0,8,6.633318
1,18,0,0,0,1.0,6,6.073044
1,13,0,0,0,1.0,15,7.083388
1,17,0,0,0,1.0,8,6.135565
1,12,0,0,0,1.0,6,5.913503
1,12,0,0,0,6.0,12,6.163315
1,12,0,0,0,1.0,10,6.075346
1,12,0,0,0,6.0,8,5.805135
1,16,0,1,0,6.0,9,6.461468
1,12,0,0,0,1.0,16,6.224558
1,16,0,0,0,1.0,7,6.437752
1,12,0,0,0,1.0,13,6.135565
1,17,0,1,1,1.0,4,6.705639
1,17,0,1,0,1.0,1,6.070738
1,14,0,1,0,6.0,5,6.463029
1,15,0,0,0,4.0,4,5.416101
1,15,1,1,0,1.0,13,6.580639
1,16,0,1,0,6.0,4,6.582025
1,16,0,1,0,1.0,7,6.705639
1,16,0,1,0,1.0,5,6.498282
1,18,0,1,0,1.0,4,6.799056
1,11,0,1,0,1.0,17,6.675823
1,15,0,1,0,1.0,10,6.289716
1,11,0,1,0,1.0,10,6.799056
1,15,0,1,0,1.0,9,6.580639
1,13,0,1,0,1.0,5,6.829794
1,12,0,1,0,1.0,10,6.230482
1,16,0,1,0,6.0,10,6.834109
1,17,0,1,0,1.0,10,6.558198
1,12,0,1,0,1.0,12,6.76273
1,16,0,1,0,1.0,2,6.253829
1,12,0,1,0,1.0,6,6.033086
1,15,0,1,0,6.0,5,5.583496
1,15,0,1,0,6.0,3,6.437752
1,12,0,1,0,1.0,13,6.84588
1,16,0,1,0,6.0,3,6.641182
1,9,0,1,0,1.0,14,6.685861
1,15,0,1,0,6.0,7,6.561031
1,12,0,1,0,1.0,12,6.527958
1,16,0,1,0,1.0,4,6.033086
1,18,0,1,0,6.0,5,6.39693
1,15,0,1,0,4.0,4,6.52503
1,18,0,0,0,1.0,7,6.822197
1,12,0,1,0,1.0,14,6.603944
1,12,0,1,0,4.0,10,7.062191
1,11,0,1,0,1.0,12,6.639876
1,12,0,1,0,5.0,8,6.869014
1,18,0,1,0,6.0,3,5.703783
1,16,0,1,0,6.0,2,6.489205
1,12,0,1,0,1.0,8,6.135565
1,12,0,1,0,1.0,6,6.580639
1,12,0,1,0,1.0,7,6.76273
1,11,0,1,0,1.0,7,6.390241
1,12,0,1,0,1.0,14,6.812345
1,12,0,1,0,1.0,11,6.955593
1,13,0,1,1,1.0,15,6.120297
1,12,1,0,1,6.0,9,6.514713
1,12,1,1,0,6.0,6,6.580639
1,7,1,1,0,1.0,20,6.39693
1,12,1,1,0,6.0,10,6.829794
1,12,0,1,0,1.0,10,6.620073
1,12,0,1,0,1.0,10,6.33328
1,14,0,1,0,1.0,6,6.437752
1,10,0,0,0,1.0,13,5.703783
1,12,0,0,0,1.0,9,7.229839
1,14,0,1,0,1.0,5,6.152733
1,12,0,1,0,1.0,10,6.669498
1,16,0,1,0,1.0,3,5.438079
0,10,0,0,0,4.0,11,5.963579
0,12,0,1,0,1.0,15,5.752573
0,17,0,1,0,1.0,6,5.872118
0,8,0,1,0,1.0,12,6.214608
0,11,0,0,0,1.0,16,6.476973
0,12,0,1,0,6.0,9,6.703188
0,13,0,0,0,6.0,7,6.475433
0,12,0,1,0,1.0,11,6.075346
0,11,0,0,0,1.0,10,6.39693
0,13,0,1,1,1.0,7,5.327876
0,12,0,1,1,1.0,9,6.175867
0,13,0,1,1,4.0,5,6.184149
0,18,0,1,0,1.0,5,6.632002
0,12,0,1,0,1.0,8,6.902743
1,12,0,1,0,1.0,11,7.062191
1,16,0,1,0,1.0,3,5.749393
1,13,0,1,0,6.0,6,6.818924
1,13,0,1,0,1.0,7,6.498282
1,12,0,1,0,4.0,11,6.663133
1,13,0,1,0,1.0,13,6.476973
1,9,0,1,1,1.0,12,5.587249
1,8,0,0,0,1.0,19,5.872118
1,8,0,0,0,1.0,19,6.086775
1,11,0,1,0,1.0,13,6.163315
1,11,0,1,0,1.0,15,6.58755
1,16,0,1,0,1.0,6,6.580639
1,12,0,1,0,1.0,16,6.33328
1,12,0,1,0,1.0,8,6.39693
1,15,0,1,0,1.0,4,6.539586
1,15,0,1,0,4.0,7,6.047372
1,12,0,1,0,1.0,6,6.666957
1,12,0,1,0,1.0,13,7.091742
1,16,0,1,0,4.0,12,6.357842
1,18,0,0,0,1.0,3,6.453625
1,12,0,1,0,1.0,9,6.016157
1,16,0,1,0,1.0,2,5.913503
1,16,0,1,0,1.0,4,6.670766
1,17,0,1,0,1.0,1,6.109248
1,12,0,1,0,1.0,10,7.131699
1,16,0,1,0,1.0,8,6.694562
1,16,0,1,0,1.0,8,5.7301
1,12,0,0,0,1.0,12,6.705639
1,16,0,1,0,6.0,8,6.511745
1,12,0,0,0,1.0,11,6.261492
1,15,0,0,0,1.0,9,5.616771
1,17,0,0,0,1.0,5,6.047372
1,16,0,1,0,1.0,6,6.463029
1,12,0,0,0,6.0,10,6.109248
1,12,0,0,0,1.0,8,5.808143
1,12,0,0,0,1.0,14,6.816736
1,11,0,0,0,6.0,10,4.85203
1,16,0,0,0,1.0,5,5.981414
1,13,0,1,0,1.0,9,6.163315
1,13,0,0,0,1.0,12,6.109248
1,16,0,0,0,1.0,2,5.703783
1,18,0,1,0,1.0,5,6.135565
1,12,0,0,0,1.0,14,6.44572
1,12,0,0,0,1.0,15,6.184149
1,12,0,0,0,1.0,12,6.308098
1,12,0,0,0,6.0,7,5.918894
1,12,0,0,0,1.0,16,6.463029
1,12,0,1,0,1.0,11,6.251904
1,9,0,0,0,5.0,11,5.953243
1,16,0,1,1,1.0,7,6.109248
0,12,0,0,0,1.0,8,5.752573
0,14,0,0,0,1.0,9,6.594413
0,12,0,0,0,1.0,14,5.783825
0,16,0,1,0,1.0,6,6.423247
0,15,0,1,0,4.0,9,5.846439
0,13,0,1,0,6.0,9,6.154858
0,12,0,0,0,6.0,9,5.703783
1,13,0,1,0,1.0,5,6.063785
1,12,1,1,0,1.0,10,5.587249
1,12,0,1,0,4.0,10,5.438079
1,14,0,1,0,6.0,4,6.068426
1,12,0,1,0,1.0,8,6.274762
1,12,0,1,0,1.0,9,7.003066
1,12,1,1,0,1.0,10,6.376727
1,18,0,0,0,1.0,6,6.734591
1,15,0,1,0,1.0,3,6.463029
1,14,0,1,0,1.0,14,6.869014
1,13,0,1,0,1.0,14,6.82546
0,15,0,0,0,1.0,6,5.857933
0,16,0,0,0,,2,5.953243
0,16,0,0,0,1.0,11,6.426488
0,13,0,1,0,1.0,12,6.152733
0,12,0,0,0,1.0,9,6.018593
0,12,0,0,0,1.0,7,5.991465
0,11,0,1,0,1.0,16,6.55108
0,15,0,1,0,1.0,6,5.739793
0,14,0,0,1,1.0,4,5.493062
0,12,1,1,1,5.0,14,5.513429
0,11,1,1,0,6.0,13,6.047372
0,11,1,1,0,5.0,16,6.39693
0,17,1,1,0,1.0,2,6.55108
0,12,0,1,0,6.0,6,5.703783
0,12,0,1,0,1.0,6,6.53814
0,12,0,1,0,1.0,12,6.39693
0,12,0,1,0,1.0,12,6.55108
0,14,0,0,0,6.0,5,5.616771
0,9,1,1,0,1.0,19,6.514713
0,17,0,1,0,1.0,5,6.107023
0,16,0,1,0,1.0,8,6.453625
0,14,0,0,0,1.0,9,7.130899
0,18,0,1,0,1.0,5,6.869014
0,18,0,0,0,6.0,1,6.194406
0,12,0,0,0,4.0,6,6.37332
0,14,0,0,0,1.0,13,6.620073
0,18,0,0,0,6.0,2,5.786897
0,18,0,1,0,1.0,5,6.063785
0,12,0,1,0,1.0,8,6.347389
0,16,0,0,0,1.0,6,6.816736
0,14,0,0,0,1.0,10,6.357842
0,11,0,0,0,1.0,15,6.070738
0,12,0,0,0,1.0,6,6.224558
1,18,0,0,0,1.0,10,6.580639
1,16,0,1,0,1.0,11,6.869014
1,12,0,1,0,4.0,13,6.411819
1,12,0,0,0,1.0,7,6.109248
0,12,0,0,0,1.0,15,6.437752
0,14,0,0,0,1.0,6,6.569481
0,12,0,0,0,1.0,6,6.565265
0,16,0,1,0,1.0,10,6.816736
0,8,0,0,0,1.0,10,6.035481
0,13,0,0,0,1.0,10,6.539586
