statefip,year,bmprison,wmprison,alcohol,income,ur,poverty,black,perc1519,aidscapita,state
20,1996,2771.0,4276.0,1.69,22845,4.375,11.2,6.3256273,7.5171137,4.666188,Kansas
20,1997,2830.0,4339.0,1.71,24041,3.9,9.7,6.3650427,7.6838546,2.5424128,Kansas
20,1998,2851.0,4539.0,1.79,25483,3.7666667,9.6,6.4815545,7.826098,1.3530793,Kansas
20,1999,2878.0,4847.0,1.84,26195,3.525,12.3,6.585618,7.8562527,2.090849,Kansas
20,2000,2803.0,4191.0,1.82,27694,3.775,8.0,6.6952367,7.7690835,1.1141826,Kansas
21,1985,1520.0,3230.0,1.86,11631,9.091667,19.4,7.2884235,8.37465,0.56820947,Kentucky
21,1986,1645.0,3421.0,1.84,12065,9.225,17.7,7.275475,8.37092,0.73203903,Kentucky
21,1987,1702.0,3543.0,1.76,12807,8.325,17.3,7.257083,8.271693,1.1672447,Kentucky
21,1988,2058.0,4712.0,1.79,13564,7.625,17.6,7.2409515,8.129737,1.7116896,Kentucky
21,1989,2356.0,5485.0,1.76,14612,6.491667,16.1,7.22464,7.911992,2.882408,Kentucky
21,1990,2563.0,5979.0,1.83,15437,6.108333,17.3,7.1910043,7.69879,3.2755394,Kentucky
21,1991,2929.0,6354.0,1.78,16162,7.4166665,18.8,7.211855,7.4519763,3.3043838,Kentucky
21,1992,3140.0,6676.0,1.71,17175,6.9583335,19.7,7.2585773,7.3643417,3.9835675,Kentucky
21,1993,3275.0,6607.0,1.73,17520,6.383333,20.4,7.265865,7.3807397,4.144582,Kentucky
21,1994,3746.0,6659.0,1.73,18225,5.4583335,18.5,7.3155923,7.4371123,5.7676,Kentucky
21,1995,4109.0,7190.0,1.71,18879,5.5666666,14.7,7.355535,7.4962177,5.78789,Kentucky
21,1996,4451.0,7609.0,1.72,19854,5.491667,17.0,7.408015,7.5285206,4.005577,Kentucky
21,1997,5176.0,8334.0,1.72,20855,5.383333,15.9,7.4781985,7.509208,2.4286907,Kentucky
21,1998,5166.0,8736.0,1.72,22043,4.5583334,13.5,7.5613084,7.4318447,2.1076984,Kentucky
21,1999,5335.0,8750.0,1.74,22763,4.65,12.1,7.6482654,7.2797694,1.8665757,Kentucky
21,2000,4850.0,8869.0,1.74,24412,4.233333,12.6,7.716046,7.0569983,1.5313058,Kentucky
22,1985,9562.0,3718.0,2.49,12113,11.458333,18.1,32.13612,8.640042,2.2679718,Louisiana
22,1986,9845.0,3828.0,2.42,12005,12.475,22.0,32.08527,8.599615,3.4486763,Louisiana
22,1987,10585.0,4117.0,2.34,12212,11.8,25.1,32.02994,8.474111,5.293687,Louisiana
22,1988,11213.0,4360.0,2.37,13036,10.5,22.8,31.985506,8.305309,6.480892,Louisiana
22,1989,11922.0,4637.0,2.38,13976,7.625,23.3,31.944277,8.058595,9.522858,Louisiana
22,1990,12830.0,4991.0,2.54,15173,5.8583336,23.6,31.76111,7.815504,9.806867,Louisiana
22,1991,14135.0,4956.0,2.46,15900,6.883333,19.0,32.01483,7.6520023,11.849681,Louisiana
22,1992,15303.0,4571.0,2.51,16771,7.8416667,24.5,32.316837,7.6441364,14.744924,Louisiana
22,1993,16424.0,4885.0,2.47,17413,7.4416666,26.4,32.64448,7.7218246,16.170778,Louisiana
22,1994,17593.0,5130.0,2.39,18411,7.5416665,25.7,32.91712,7.8649683,17.044353,Louisiana
22,1995,18439.0,5282.0,2.5,19077,6.6916666,19.7,33.166264,8.052701,18.429794,Louisiana
22,1996,19561.0,5603.0,2.44,19786,6.3333335,20.5,33.406094,8.205344,15.685822,Louisiana
22,1997,21085.0,6262.0,2.44,20681,5.725,16.3,33.590733,8.283264,10.517814,Louisiana
22,1998,23149.0,6854.0,2.43,21772,5.333333,19.1,33.7578,8.332868,9.661413,Louisiana
22,1999,23475.0,7183.0,2.46,22014,4.7083335,19.2,33.93404,8.278271,8.720387,Louisiana
22,2000,25374.0,7562.0,2.43,23079,4.95,17.2,34.08516,8.140019,9.038501,Louisiana
23,1985,15.0,1161.0,2.56,12556,5.55,11.9,0.42222336,7.975682,0.42983538,Maine
23,1986,11.0,1270.0,2.56,13494,5.233333,10.2,0.42071036,7.9370503,1.452655,Maine
23,1987,15.0,1265.0,2.55,14546,4.3416667,11.7,0.41812253,7.7994328,0.59084696,Maine
23,1988,15.0,1221.0,2.54,15710,3.65,13.2,0.41579866,7.6207395,1.6611061,Maine
23,1989,16.0,1378.0,2.44,16803,4.0,10.4,0.41342795,7.3802996,2.2951498,Maine
23,1990,29.0,1440.0,2.34,17376,5.275,13.1,0.40554872,7.126382,3.491056,Maine
23,1991,34.0,1463.0,2.25,17526,7.5666666,14.1,0.4133324,6.8651123,2.9909117,Maine
23,1992,29.0,1411.0,2.23,18253,7.125,13.5,0.41557226,6.7190523,3.5526617,Maine
23,1993,34.0,1368.0,2.22,18639,6.6083336,15.4,0.41577932,6.694588,5.876188,Maine
23,1994,25.0,1383.0,2.17,19387,6.4666667,9.4,0.40298286,6.7529225,5.954958,Maine
23,1995,26.0,1303.0,2.19,20140,5.825,11.2,0.43394637,6.8315535,6.0314603,Maine
23,1996,41.0,1357.5,2.22,21203,5.258333,11.2,0.46105233,6.911117,2.802107,Maine
23,1997,56.0,1412.0,2.19,22179,5.125,10.1,0.5146983,6.9809384,2.2314775,Maine
23,1998,56.0,1433.0,2.16,23596,4.508333,10.4,0.5688829,7.042896,1.5089821,Maine
23,1999,60.0,1508.0,2.26,24484,3.95,10.6,0.574865,7.030268,1.4998326,Maine
23,2000,46.0,1394.0,2.29,25969,3.275,10.1,0.6530922,6.9945073,1.4875267,Maine
24,1985,9093.0,3476.0,2.81,17069,4.6916666,8.7,26.559769,7.6285806,2.7185462,Maryland
24,1986,9333.0,3525.0,2.75,18068,4.5583334,9.2,26.52174,7.4974623,4.122558,Maryland
24,1987,9382.0,3597.0,2.74,19208,4.3166666,9.2,26.480854,7.2931304,6.2634687,Maryland
24,1988,10031.0,3701.0,2.62,20582,4.116667,9.8,26.447197,7.0576963,7.770595,Maryland
24,1989,11674.0,4087.0,2.54,21900,3.725,9.0,26.41271,6.7651634,11.613306,Maryland
24,1990,13135.0,3735.0,2.51,22852,4.55,9.9,26.216133,6.4829564,14.229849,Maryland
24,1991,13946.0,4346.0,2.33,23304,6.225,9.1,26.69498,6.181413,17.790958,Maryland
24,1992,14570.0,4387.0,2.26,24139,6.5833335,11.8,27.140617,6.0493345,20.717525,Maryland
24,1993,14816.0,4414.0,2.19,24720,5.991667,9.7,27.672722,6.0144143,24.980446,Maryland
24,1994,15454.0,4462.0,2.15,25587,5.1583333,10.7,28.197813,6.0645504,29.58356,Maryland
24,1995,15879.0,4458.0,2.09,26393,5.0583334,10.1,28.72117,6.176508,31.71577,Maryland
24,1996,16349.0,4605.0,2.08,27393,4.9416666,10.3,29.28471,6.301015,25.01963,Maryland
24,1997,16423.0,4665.0,2.07,28666,4.758333,8.4,29.803646,6.442018,14.910822,Maryland
24,1998,16690.0,4706.0,2.08,30317,4.2833333,7.2,30.313568,6.584309,13.334706,Maryland
24,1999,17183.0,4760.0,2.08,31796,3.5833333,7.3,30.778193,6.6724977,13.930893,Maryland
24,2000,17481.0,4788.0,2.09,34257,3.5666666,7.4,31.12084,6.7467213,12.197734,Maryland
25,1985,1740.0,3326.0,3.01,16910,4.0916667,9.2,5.3110743,7.8369465,2.0570753,Massachusetts
25,1986,1721.0,3249.0,2.96,18148,3.9833333,9.2,5.3041058,7.7604327,3.4217522,Massachusetts
25,1987,2001.0,3460.0,2.93,19575,3.3583333,8.2,5.294887,7.592573,5.5593133,Massachusetts
25,1988,2215.0,3602.0,2.86,21341,3.3,8.5,5.2884865,7.385339,7.172878,Massachusetts
25,1989,2657.0,3819.0,2.75,22342,4.1666665,8.8,5.28217,7.115816,9.47552,Massachusetts
25,1990,2895.0,4017.0,2.63,23043,6.3166666,10.7,5.014848,6.753601,10.5435505,Massachusetts
25,1991,2899.0,4128.0,2.49,23432,8.833333,11.0,5.1766615,6.1719675,13.591495,Massachusetts
25,1992,3062.0,4702.0,2.38,24538,8.841667,10.3,5.3308015,5.860774,15.210553,Massachusetts
25,1993,2883.0,4515.0,2.38,25176,7.325,10.7,5.468412,5.8060555,17.209606,Massachusetts
25,1994,2866.0,4428.0,2.38,26303,6.2333336,9.7,5.571593,5.8560276,19.802334,Massachusetts
25,1995,2718.0,4315.0,2.35,27457,5.475,11.0,5.657262,5.948258,18.839214,Massachusetts
25,1996,3328.0,5174.0,2.35,28933,4.5833335,10.1,5.7669315,6.083363,12.411493,Massachusetts
25,1997,3290.0,5187.0,2.39,30498,4.0833335,12.2,5.9412785,6.225769,6.151565,Massachusetts
25,1998,3223.0,4930.0,2.39,32524,3.4,8.7,6.107834,6.3749094,5.070284,Massachusetts
25,1999,3034.0,4774.0,2.39,34227,3.2583332,11.8,6.276429,6.464852,5.03376,Massachusetts
25,2000,2837.0,4561.0,2.55,37756,2.7583332,9.8,6.406675,6.47936,4.7785788,Massachusetts
26,1985,9497.0,7108.0,2.58,14773,10.05,14.5,14.541648,8.272518,0.68292904,Michigan
26,1986,11174.0,8224.0,2.56,15607,8.858334,13.9,14.516467,8.243592,1.0954154,Michigan
26,1987,12674.0,9533.0,2.5,16053,8.333333,12.2,14.489078,8.119239,1.882736,Michigan
26,1988,14939.0,10787.0,2.47,17028,7.6083336,12.1,14.463719,7.9510546,2.7767515,Michigan
26,1989,17290.0,12147.0,2.38,18225,7.1833334,13.2,14.439843,7.7110615,4.0309415,Michigan
26,1990,18616.0,13247.0,2.42,18922,7.741667,14.3,14.397829,7.44888,4.6717334,Michigan
26,1991,19930.0,13951.0,2.26,19324,9.3,14.1,14.529696,7.135119,5.5635657,Michigan
26,1992,21272.0,15118.0,2.21,20338,9.141666,13.6,14.64006,6.9833364,6.7622705,Michigan
26,1993,21026.0,15554.0,2.18,21129,7.4,15.4,14.777655,6.945462,8.186485,Michigan
26,1994,21686.0,15915.0,2.1,22694,6.1666665,14.1,14.90519,6.990783,8.845836,Michigan
26,1995,21859.0,16170.0,2.06,23508,5.358333,12.2,15.014131,7.0922594,8.970453,Michigan
26,1996,22493.0,16599.0,2.08,24306,4.9333334,11.2,15.076863,7.193591,6.168889,Michigan
26,1997,23763.0,17645.0,2.06,25367,4.3166666,10.3,15.157505,7.2625885,4.332733,Michigan
26,1998,24186.0,18226.0,2.12,26919,3.975,11.0,15.268511,7.3055873,3.5438876,Michigan
26,1999,24476.0,18585.0,2.11,28095,3.775,9.7,15.375669,7.270552,3.243369,Michigan
26,2000,25076.0,18946.0,2.12,29552,3.7166667,9.9,15.44845,7.2188396,3.2844136,Michigan
27,1985,480.0,1504.0,2.68,15166,6.0,12.6,2.2583935,7.90532,0.62121505,Minnesota
27,1986,514.0,1537.0,2.56,15957,5.5666666,12.5,2.2542665,7.803511,1.4504005,Minnesota
27,1987,576.0,1572.0,2.56,16886,5.15,11.3,2.2482853,7.607216,1.8414494,Minnesota
27,1988,707.0,1664.0,2.49,17511,4.3,11.6,2.2432668,7.369246,2.0014565,Minnesota
27,1989,795.0,1820.0,2.43,18923,4.358333,11.2,2.2385952,7.0708003,2.4664965,Minnesota
27,1990,838.0,1806.0,2.55,19891,4.7833333,12.0,2.2344627,6.795734,3.8042243,Minnesota
27,1991,991.0,1865.0,2.35,20278,5.2083335,12.9,2.3439474,6.5833883,4.4585967,Minnesota
27,1992,1126.0,2008.0,2.35,21443,5.116667,13.0,2.515478,6.5892396,4.204137,Minnesota
27,1993,1335.0,2111.0,2.33,21636,4.9416666,11.6,2.682735,6.6997385,4.609353,Minnesota
27,1994,1458.0,2285.0,2.35,22985,4.0916667,11.7,2.867141,6.8873005,5.9865236,Minnesota
27,1995,1620.0,2369.0,2.32,24078,3.7166667,9.2,3.0443041,7.0928593,5.4504333,Minnesota
27,1996,1758.0,2461.0,2.34,25716,3.9166667,9.8,3.217128,7.304066,3.925457,Minnesota
27,1997,1858.0,2435.0,2.33,26953,3.2916667,9.6,3.4147894,7.4856143,1.6794761,Minnesota
27,1998,1981.0,2481.0,2.27,28993,2.7416668,10.3,3.6527605,7.615118,1.4542699,Minnesota
27,1999,2112.0,2550.0,2.36,30106,2.7916667,7.3,3.9075692,7.626417,1.4158257,Minnesota
27,2000,2157.0,2898.0,2.37,32017,3.1083333,5.7,4.164414,7.5886946,1.4591889,Minnesota
28,1985,4156.0,1831.0,2.04,9892,10.783333,25.1,36.34675,9.101981,0.3862828,Mississippi
28,1986,4432.0,1881.0,2.04,10194,12.083333,26.6,36.293922,9.127462,1.1565217,Mississippi
28,1987,4542.0,1950.0,2.01,10802,10.433333,25.0,36.230766,9.072102,2.124442,Mississippi
28,1988,4898.0,2095.0,2.03,11561,8.725,27.2,36.180332,8.972238,3.5648248,Mississippi
28,1989,5221.0,2252.0,2.0,12495,8.041667,22.0,36.131935,8.789863,4.972235,Mississippi
28,1990,5663.0,2217.0,2.08,13089,7.6833334,25.7,35.963394,8.575604,5.661335,Mississippi
28,1991,6055.0,2287.0,2.05,13702,8.9,23.7,36.20175,8.286192,5.8490043,Mississippi
28,1992,6069.0,2147.0,2.08,14559,8.333333,24.6,36.467625,8.156124,6.593656,Mississippi
28,1993,6945.0,2318.0,2.11,15290,6.9666667,24.7,36.64734,8.171556,7.758653,Mississippi
28,1994,7693.0,2520.0,2.0,16291,6.65,19.9,36.77572,8.245209,10.598767,Mississippi
28,1995,8852.0,2952.0,2.06,16885,6.5416665,23.5,36.919697,8.3585205,9.622946,Mississippi
28,1996,9726.0,3177.0,2.08,17702,6.2833333,20.6,37.055668,8.459673,9.279189,Mississippi
28,1997,9946.0,3320.0,2.07,18550,6.0416665,16.7,37.14162,8.483999,6.193725,Mississippi
28,1998,11643.0,3740.0,2.08,19545,5.4416666,17.6,37.243286,8.457292,5.5974793,Mississippi
28,1999,12707.0,4054.0,2.15,20053,5.2666664,16.2,37.343327,8.336633,5.1619143,Mississippi
28,2000,13662.0,4803.0,2.13,21005,5.633333,14.9,37.33196,8.104278,5.5812407,Mississippi
29,1985,3766.0,5649.0,2.36,13962,6.4,13.7,11.023231,7.885065,0.97969747,Missouri
29,1986,3942.0,5914.0,2.36,14595,6.225,14.4,11.01001,7.8411636,1.9905422,Missouri
29,1987,4240.0,6359.0,2.35,15239,6.1666665,14.0,10.992474,7.706623,2.8868127,Missouri
29,1988,5369.0,6154.0,2.28,16006,5.5833335,12.7,10.978658,7.531875,4.230119,Missouri
29,1989,6129.0,7039.0,2.24,16988,5.4583335,12.6,10.965012,7.2920823,6.2598877,Missouri
29,1990,6531.0,7606.0,2.3,17627,5.775,13.4,10.943214,7.050974,6.824102,Missouri
29,1991,6941.0,8103.0,2.2,18353,6.5333333,14.8,11.038062,6.806471,8.083856,Missouri
29,1992,7282.0,7946.0,2.24,19349,6.0,15.7,11.150923,6.7402377,10.446415,Missouri
29,1993,7284.0,7930.0,2.2,19862,6.1416664,16.1,11.270995,6.8047447,10.092627,Missouri
29,1994,8666.0,8125.0,2.21,20848,4.9416666,15.6,11.383168,6.9314904,10.461082,Missouri
29,1995,8626.0,9258.0,2.14,21559,4.6916666,9.4,11.463302,7.094579,11.044491,Missouri
29,1996,9665.0,10776.0,2.09,22548,4.6916666,9.5,11.564363,7.2623796,7.6773624,Missouri
29,1997,10225.0,11981.0,2.15,23716,4.258333,11.8,11.684611,7.3739057,3.9954805,Missouri
29,1998,10450.0,12543.0,2.18,24923,3.9833333,9.8,11.790879,7.456076,3.7669115,Missouri
29,1999,10971.0,13212.0,2.23,25697,3.1333334,11.7,11.879115,7.4337087,3.2003176,Missouri
29,2000,11112.0,13768.0,2.25,27241,3.2833333,9.2,11.979021,7.353061,3.175698,Missouri
30,1985,16.0,861.0,2.81,11909,7.8333335,16.0,0.30002928,7.945535,0.0,Montana
30,1986,16.0,864.0,2.73,12470,7.5666666,16.5,0.2970668,7.9077544,0.0,Montana
30,1987,22.0,922.0,2.67,12978,7.258333,18.0,0.2933412,7.7699647,0.4967611,Montana
30,1988,17.0,964.0,2.66,13296,6.5333333,14.6,0.2894049,7.5822525,0.49976948,Montana
30,1989,24.0,1011.0,2.57,14641,6.0583334,15.6,0.28532165,7.328566,1.2505659,Montana
30,1990,20.0,1089.0,2.67,15448,6.0333333,16.3,0.28137395,7.1541758,0.6248407,Montana
30,1991,19.0,1134.0,2.64,16318,6.325,15.4,0.2870171,7.18679,2.7171228,Montana
30,1992,24.0,1144.0,2.61,16867,6.4666667,13.8,0.28554833,7.343086,1.8164865,Montana
30,1993,27.0,1207.0,2.47,17770,6.008333,14.9,0.30943248,7.482353,2.249157,Montana
30,1994,32.0,1352.0,2.51,17861,5.4833336,11.5,0.31589878,7.639561,1.8576441,Montana
30,1995,36.0,1526.0,2.54,18349,5.4333334,15.3,0.3229037,7.7859526,2.2816646,Montana
30,1996,51.0,1692.0,2.4,19047,5.516667,17.0,0.33762124,7.8988643,0.0,Montana
30,1997,33.0,1935.0,2.42,19877,5.35,15.6,0.3335306,7.9828963,1.123766,Montana
30,1998,48.0,1941.0,2.44,21130,5.5666666,16.6,0.34888434,8.03177,0.44821393,Montana
30,1999,48.0,2112.0,2.52,21585,5.2916665,15.8,0.35520595,7.984116,0.55709875,Montana
30,2000,45.0,2180.0,2.53,22929,4.758333,14.1,0.4626515,7.8888354,0.0,Montana
31,1985,524.0,1136.0,2.37,13869,5.1416664,14.8,3.770889,7.926595,0.0,Nebraska
31,1986,539.0,1246.0,2.28,14333,4.95,13.6,3.762133,7.898136,0.8256002,Nebraska
31,1987,547.0,1367.0,2.27,15032,4.383333,11.9,3.7519643,7.771116,1.0211884,Nebraska
31,1988,593.0,1396.0,2.23,15969,3.4666667,10.3,3.744069,7.5989804,1.908732,Nebraska
31,1989,711.0,1454.0,2.18,16825,2.85,12.8,3.735585,7.3603125,1.7778839,Nebraska
31,1990,727.0,1436.0,2.25,17983,2.325,10.3,3.74044,7.1508417,2.1496403,Nebraska
31,1991,773.0,1490.0,2.19,18524,2.65,9.5,3.7814808,7.033941,2.7570322,Nebraska
31,1992,787.0,1472.0,2.16,19349,2.8583333,10.6,3.8364801,7.047522,3.2884798,Nebraska
31,1993,796.0,1489.0,2.14,19750,2.7916667,10.3,3.87678,7.1566014,3.5679352,Nebraska
31,1994,831.0,1617.0,2.14,20751,2.6166666,8.8,3.9700232,7.3076878,5.4300046,Nebraska
31,1995,896.0,1860.0,2.1,21730,2.6166666,9.6,4.040156,7.4739046,4.526274,Nebraska
31,1996,931.0,2004.0,2.11,23530,2.7666667,10.2,4.1292033,7.6636753,3.7640254,Nebraska
31,1997,932.0,2105.0,2.09,24061,2.4166667,9.8,4.2457247,7.813484,2.134702,Nebraska
31,1998,908.0,2366.0,2.16,25542,2.5,12.3,4.346097,7.923796,1.7100912,Nebraska
31,1999,896.0,2379.0,2.19,26465,2.75,11.0,4.4500823,7.9315963,1.173183,Nebraska
31,2000,920.0,2086.0,2.23,27625,2.7916667,8.6,4.6118045,7.839498,1.5758371,Nebraska
32,1985,1123.0,2109.0,4.99,15481,7.4416666,14.4,7.5715027,6.923985,1.4717121,Nevada
32,1986,1300.0,2438.0,5.05,16170,6.6083336,8.1,7.548329,6.858193,2.752984,Nevada
32,1987,1245.0,2530.0,4.99,16865,6.125,10.4,7.520745,6.728295,6.057302,Nevada
32,1988,1421.0,2624.0,4.91,18168,5.2833333,8.6,7.4992423,6.576336,7.7192497,Nevada
32,1989,1351.0,2491.0,4.83,19360,4.758333,10.8,7.47947,6.3805547,9.494873,Nevada
32,1990,1529.0,2822.0,4.78,20346,5.0833335,9.8,7.5361247,6.2541423,10.158148,Nevada
32,1991,1567.0,2895.0,4.31,20761,6.25,11.4,7.692786,5.9785323,14.041357,Nevada
32,1992,1622.0,3379.0,4.25,22084,6.95,14.7,7.8925076,5.880934,15.983815,Nevada
32,1993,1709.0,3297.0,4.06,22777,6.7833333,9.8,8.009884,5.8378773,17.219204,Nevada
32,1994,1861.0,3669.0,4.0,23772,6.116667,11.1,8.250412,5.887822,21.009832,Nevada
32,1995,1954.0,4043.0,3.84,24817,5.5583334,11.1,8.435534,5.9646125,18.083206,Nevada
32,1996,2127.0,4332.0,3.89,26085,5.175,8.1,8.57265,6.0784845,11.702435,Nevada
32,1997,2208.0,4620.0,3.72,26862,4.5416665,11.0,8.806453,6.198331,8.332842,Nevada
32,1998,2435.0,4861.0,3.62,28260,4.4166665,10.6,9.117256,6.302696,6.691161,Nevada
32,1999,2460.0,4729.0,3.74,29184,4.2666664,11.3,9.385614,6.335549,7.2361965,Nevada
32,2000,2526.0,4976.0,3.67,30437,4.475,8.8,9.6651945,6.455478,5.0524364,Nevada
33,1985,11.0,654.0,4.73,15815,3.7583332,6.0,0.6450503,7.76437,0.501503,New Hampshire
33,1986,21.0,738.0,4.51,16981,2.5166667,3.7,0.644142,7.701822,1.3656058,New Hampshire
33,1987,21.0,827.0,4.41,18261,2.275,4.8,0.6416521,7.5473433,1.6122546,New Hampshire
33,1988,32.0,962.0,4.33,19563,2.45,6.7,0.6400492,7.3594418,2.401364,New Hampshire
33,1989,46.0,1079.0,4.37,20475,3.5333333,7.7,0.6383148,7.116543,2.0823958,New Hampshire
33,1990,56.0,1239.0,4.3,20512,5.6583333,6.3,0.62132204,6.801698,2.6969104,New Hampshire
33,1991,79.0,1371.0,4.3,21189,7.2916665,7.3,0.5643912,6.3506765,2.8830674,New Hampshire
33,1992,78.0,1609.0,4.3,22002,7.5916667,8.7,0.5781557,6.150741,3.3101208,New Hampshire
33,1993,73.0,1610.0,4.38,22376,6.3333335,9.9,0.5877353,6.160831,3.0988314,New Hampshire
33,1994,97.0,1806.0,4.13,23607,4.75,7.7,0.6290097,6.2585773,4.3761377,New Hampshire
33,1995,121.0,1773.0,4.12,24748,4.0,5.3,0.64297855,6.3889503,5.4424777,New Hampshire
33,1996,110.0,1831.0,4.13,26427,3.7,6.4,0.6855867,6.5767217,3.1496894,New Hampshire
33,1997,117.0,1916.0,4.04,27257,3.15,9.1,0.7078437,6.7479663,1.429262,New Hampshire
33,1998,108.0,1925.0,3.98,29147,2.875,9.8,0.7237017,6.901587,1.1609201,New Hampshire
33,1999,115.0,1987.0,4.01,30380,2.75,7.6,0.78508574,6.962768,1.3911461,New Hampshire
33,2000,98.0,1911.0,4.0,33396,2.6916666,4.5,0.84992385,7.012164,1.370445,New Hampshire
34,1985,7238.0,3709.0,2.81,17701,5.608333,8.3,15.413174,7.483575,5.801272,New Jersey
34,1986,7542.0,4061.0,2.77,18763,5.05,8.9,15.378667,7.4045234,11.124087,New Jersey
34,1987,8697.0,4481.0,2.72,20134,4.0833335,8.3,15.340863,7.242541,15.693932,New Jersey
34,1988,9393.0,5587.0,2.58,21988,3.8166666,6.2,15.310806,7.044028,17.683416,New Jersey
34,1989,11448.0,6274.0,2.59,23487,4.108333,8.2,15.279606,6.7854576,21.73146,New Jersey
34,1990,12856.0,6629.0,2.59,24572,5.0916667,9.2,14.853047,6.5390882,22.968035,New Jersey
34,1991,14226.0,6467.0,2.35,24847,6.766667,9.7,15.100997,6.3074017,25.618465,New Jersey
34,1992,14038.0,6267.0,2.35,26382,8.458333,10.3,15.360851,6.2132287,27.396711,New Jersey
34,1993,14885.0,6301.0,2.31,26824,7.616667,10.9,15.566392,6.1556454,32.243393,New Jersey
34,1994,15256.0,6621.0,2.3,27558,6.8166666,9.2,15.764684,6.161681,36.921474,New Jersey
34,1995,16668.0,7229.0,2.25,28941,6.45,7.8,15.931532,6.189435,37.39836,New Jersey
34,1996,16991.0,7022.0,2.25,30470,6.175,9.2,16.112616,6.2256336,27.59646,New Jersey
34,1997,17653.0,6881.0,2.19,32051,5.3166666,9.3,16.30959,6.2372303,17.301779,New Jersey
34,1998,19205.0,7394.0,2.17,34115,4.6,8.6,16.52152,6.256979,13.164535,New Jersey
34,1999,19196.0,7291.0,2.2,35215,4.475,7.8,16.694195,6.241381,13.6609535,New Jersey
34,2000,17691.0,,2.2,38364,3.675,7.3,16.856531,6.286583,11.774781,New Jersey
35,1985,230.0,1826.0,2.83,12080,8.675,18.5,2.0834563,8.385635,0.6255447,New Mexico
35,1986,205.0,1978.0,2.7,12301,9.191667,21.3,2.0740738,8.323416,1.6405131,New Mexico
35,1987,257.0,2215.0,2.65,12695,9.008333,19.4,2.060842,8.172538,1.7582477,New Mexico
35,1988,284.0,2310.0,2.64,13296,7.5833335,23.0,2.049756,7.9860587,2.213933,New Mexico
35,1989,312.0,2351.0,2.58,14078,6.725,19.5,2.0390291,7.7285824,3.9895978,New Mexico
35,1990,295.0,2561.0,2.64,14924,6.7666664,20.9,3.5010765,7.5302286,4.5347776,New Mexico
35,1991,300.0,2551.0,2.54,15625,7.15,22.4,3.5747705,7.4685674,5.7866464,New Mexico
35,1992,339.0,2622.0,2.47,16273,7.475,21.6,3.658733,7.51635,7.019998,New Mexico
35,1993,367.0,2788.0,2.39,16959,7.2666664,17.4,3.6899836,7.567159,7.9440107,New Mexico
35,1994,402.0,2948.0,2.25,17631,6.633333,21.1,3.6948237,7.6649523,8.678089,New Mexico
35,1995,444.0,3078.0,2.4,18426,6.758333,25.3,3.720103,7.801004,10.172089,New Mexico
35,1996,496.0,3639.0,2.38,19029,7.516667,25.5,3.7993436,7.9338546,5.4784327,New Mexico
35,1997,488.0,3595.0,2.33,19698,6.575,21.2,3.8848352,8.030982,3.4369314,New Mexico
35,1998,506.0,3900.0,2.31,20656,6.233333,20.4,3.8965614,8.106234,3.2896864,New Mexico
35,1999,533.0,3842.0,2.36,21042,5.5833335,20.9,3.9661326,8.075021,1.7698312,New Mexico
35,2000,490.0,,2.38,22134,4.9583335,17.5,3.9875238,8.00234,2.4152374,New Mexico
36,1985,16958.0,16518.0,2.62,16877,6.633333,15.8,18.88022,7.657652,11.755508,New York
36,1986,18844.0,18121.0,2.55,17956,6.25,13.2,18.858627,7.6109924,17.403372,New York
36,1987,19576.0,19616.0,2.53,19115,4.8916664,14.3,18.83536,7.4829006,21.587791,New York
36,1988,21495.0,21121.0,2.47,20777,4.2833333,13.4,18.821793,7.3177342,27.50789,New York
36,1989,24112.0,24102.0,2.36,22286,4.983333,12.6,18.807144,7.0860353,34.05959,New York
36,1990,26026.0,25426.0,2.3,23523,5.325,14.3,17.193024,6.8214846,36.108307,New York
36,1991,27438.0,26541.0,2.14,23965,7.325,15.3,17.471136,6.498079,41.169792,New York
36,1992,29314.0,28039.0,2.09,24867,8.666667,15.7,17.738049,6.3928056,44.32594,New York
36,1993,33221.0,25508.0,1.98,25143,7.875,16.4,18.018194,6.3933983,45.56202,New York
36,1994,34218.0,26816.0,1.93,25785,6.925,17.0,18.30923,6.4559927,51.469517,New York
36,1995,34953.0,27867.0,1.93,27082,6.358333,16.5,18.591173,6.5248394,51.208954,New York
36,1996,35501.0,28451.0,1.9,28424,6.266667,16.7,18.861795,6.6123443,37.297333,New York
36,1997,35394.0,28274.0,1.87,29857,6.4666667,16.5,19.13356,6.6688766,21.070353,New York
36,1998,36079.0,29527.0,1.84,31555,5.6583333,16.7,19.39716,6.7281365,16.949327,New York
36,1999,36963.0,,1.85,32816,5.225,14.2,19.624945,6.7550106,16.872566,New York
36,2000,33972.0,,1.88,34897,4.5333333,13.9,19.821173,6.7411275,12.521211,New York
37,1985,8930.0,7276.0,2.13,12699,5.758333,14.2,22.872452,8.185861,0.70338035,North Carolina
37,1986,9133.0,7219.0,2.15,13481,5.3333335,14.3,22.83402,8.164405,1.4551418,North Carolina
37,1987,8983.0,6873.0,2.1,14306,4.5499997,13.8,22.78717,8.063616,2.1390848,North Carolina
37,1988,9256.0,6487.0,2.09,15398,3.7333333,12.6,22.747002,7.924914,3.0393684,North Carolina
